id_something,contacts,channel_a,channel_b,channel_c,channel_d,sales
124,0.36388888888888893,0.4,0.5821624923640806,0.37491525423728816,0.015015015015015013,0.4357142857142858
125,0.47500000000000003,0.45161290322580644,0.4715943799633477,0.4901694915254238,0.039039039039039033,0.6938775510204083
126,0.23611111111111113,0.23225806451612904,0.22602321319486868,0.24067796610169492,0.024024024024024024,0.1816326530612245
127,0.2027777777777778,0.1870967741935484,0.15394013439218082,0.21491525423728813,0.03003003003003003,0.2306122448979592
128,0.1888888888888889,0.18064516129032257,0.2241905925473427,0.17288135593220338,0.02102102102102102,0.20204081632653062
129,0.3944444444444445,0.3225806451612903,0.6279780085522297,0.4189830508474577,0.012012012012012012,0.4387755102040817
130,0.21111111111111114,0.1870967741935484,0.41050702504581554,0.2122033898305085,0.003003003003003003,0.2836734693877551
131,0.1527777777777778,0.14193548387096774,0.16065974343310935,0.1430508474576271,0.009009009009009009,0.14591836734693878
132,0.10833333333333334,0.07096774193548387,0.42089187538179595,0.11593220338983051,0.006006006006006006,0.6030612244897959
133,0.2638888888888889,0.2645161290322581,0.2773365913255956,0.25491525423728817,0.036036036036036036,0.3591836734693878
134,0.23055555555555557,0.14838709677419354,0.10629199755650581,0.23186440677966103,0.018018018018018018,0.23163265306122452
135,0.08333333333333333,0.07741935483870968,0.3573610262675626,0.08,0.009009009009009009,0.3887755102040817
136,0.10555555555555556,0.11612903225806452,0.03481979230299328,0.11457627118644068,0.08708708708708708,0.5408163265306123
137,0.2694444444444445,0.27741935483870966,0.3396456933414783,0.27050847457627125,0.009009009009009009,0.3316326530612245
138,0.16944444444444445,0.14193548387096774,0.339034819792303,0.18372881355932205,0.024024024024024024,0.18877551020408165
139,0.036111111111111115,0.01935483870967742,0.0177153329260843,0.03796610169491526,0.0,0.036734693877551024
140,0.2888888888888889,0.2709677419354839,0.6902871105681123,0.27728813559322035,0.12312312312312314,0.2724489795918368
141,0.06944444444444445,0.06451612903225806,0.06169822846670739,0.0759322033898305,0.04804804804804805,0.10102040816326531
142,0.30000000000000004,0.2,0.15210751374465487,0.2861016949152543,0.6726726726726726,0.28469387755102044
143,0.2777777777777778,0.2645161290322581,0.22296884544899206,0.2684745762711865,0.02702702702702703,0.403061224489796
144,0.20555555555555557,0.1935483870967742,0.3573610262675626,0.2128813559322034,0.018018018018018018,0.2163265306122449
145,0.5555555555555556,0.567741935483871,1.0,0.5505084745762713,0.08708708708708708,0.5969387755102041
146,0.18333333333333335,0.23870967741935484,0.31398900427611487,0.17152542372881358,0.015015015015015013,0.22142857142857145
147,0.48611111111111116,0.38064516129032255,0.754428833231521,0.496271186440678,0.15315315315315314,0.7071428571428572
148,0.1,0.12903225806451613,0.06536346976175933,0.10372881355932204,0.0930930930930931,0.08571428571428572
149,0.27222222222222225,0.3161290322580645,0.18387293830177154,0.28474576271186447,0.4144144144144144,0.27755102040816326
150,0.052777777777777785,0.03225806451612903,0.16982284667073916,0.059661016949152545,0.018018018018018018,0.39081632653061227
151,0.37222222222222223,0.36129032258064514,0.6346976175931583,0.37627118644067803,0.003003003003003003,0.36530612244897964
152,0.09444444444444444,0.09032258064516129,0.06536346976175933,0.09627118644067796,0.03303303303303304,0.18979591836734697
153,0.34722222222222227,0.3032258064516129,0.22724496029321928,0.3491525423728814,0.06006006006006005,0.44897959183673475
154,0.3194444444444445,0.36129032258064514,0.5222968845448992,0.3159322033898305,0.003003003003003003,0.3336734693877551
155,0.3111111111111111,0.27741935483870966,0.1918142944410507,0.3003389830508475,0.03303303303303303,0.5255102040816327
156,0.038888888888888896,0.01935483870967742,0.05131337813072694,0.0488135593220339,0.024024024024024024,0.04387755102040817
157,0.30833333333333335,0.25806451612903225,0.48320097739767875,0.2698305084745763,0.02702702702702703,0.24285714285714288
158,0.2277777777777778,0.2709677419354839,0.2706169822846671,0.2257627118644068,0.0,0.35306122448979593
159,0.022222222222222223,0.01935483870967742,0.014050091631032376,0.0176271186440678,0.0,0.018367346938775512
160,0.005555555555555555,0.01935483870967742,0.009773976786805133,0.007457627118644067,0.0,0.031632653061224494
161,0.16944444444444445,0.16129032258064516,0.24312767257177764,0.168135593220339,0.015015015015015013,0.20306122448979594
162,0.3277777777777778,0.3032258064516129,0.1673793524740379,0.3186440677966102,0.42342342342342343,0.38571428571428573
163,0.22222222222222224,0.13548387096774195,0.07147220525351253,0.19864406779661017,0.003003003003003003,0.2469387755102041
164,0.052777777777777785,0.05161290322580645,0.15821624923640806,0.054237288135593226,0.0,0.3969387755102041
165,0.12500000000000003,0.14193548387096774,0.09896151496640196,0.1342372881355932,0.07507507507507506,0.5010204081632653
166,0.05,0.07096774193548387,0.22541233964569335,0.061694915254237294,0.0,0.3408163265306123
167,0.075,0.07741935483870968,0.16615760537568725,0.07864406779661016,0.0,0.18265306122448982
168,0.3027777777777778,0.2838709677419355,0.4349419670128284,0.296271186440678,0.04204204204204204,0.35306122448979593
169,0.11666666666666667,0.09032258064516129,0.1270616982284667,0.09830508474576272,0.006006006006006006,0.1316326530612245
170,0.002777777777777778,0.0,0.0018326206475259622,0.006779661016949152,0.0,0.00816326530612245
171,0.21944444444444447,0.23225806451612904,0.40256566890653633,0.21016949152542375,0.04804804804804805,0.2959183673469388
172,0.025,0.0064516129032258064,0.0018326206475259622,0.027118644067796613,0.0,0.02755102040816327
173,0.06944444444444445,0.09032258064516129,0.2767257177764203,0.06305084745762711,0.018018018018018018,0.4071428571428572
174,0.22222222222222224,0.2129032258064516,0.24862553451435557,0.2264406779661017,0.003003003003003003,0.2785714285714286
175,0.03333333333333334,0.01935483870967742,0.039095907147220534,0.0352542372881356,0.0,0.02653061224489796
176,0.09722222222222222,0.09032258064516129,0.1356139279169212,0.09830508474576272,0.006006006006006006,0.08673469387755103
177,0.044444444444444446,0.012903225806451613,0.013439218081857055,0.04203389830508475,0.003003003003003003,0.07653061224489796
178,0.20555555555555557,0.12903225806451613,0.2009773976786805,0.21898305084745764,0.051051051051051045,0.3591836734693878
179,0.04722222222222223,0.03870967741935484,0.06536346976175932,0.04067796610169492,0.003003003003003003,0.05
180,0.2,0.17419354838709677,0.400122174709835,0.2,0.024024024024024024,0.20102040816326533
181,0.3055555555555556,0.3161290322580645,0.4202810018326206,0.2915254237288136,0.051051051051051045,0.363265306122449
182,0.12222222222222222,0.10967741935483871,0.3500305436774588,0.13220338983050847,0.0,0.3612244897959184
183,0.05555555555555556,0.07741935483870968,0.16065974343310935,0.055593220338983056,0.0,0.19387755102040818
184,0.11666666666666667,0.12258064516129032,0.07697006719609041,0.12067796610169491,0.0,0.1346938775510204
185,0.2527777777777778,0.23225806451612904,0.3982895540623091,0.24610169491525424,0.02102102102102102,0.21938775510204084
186,0.2888888888888889,0.23870967741935484,0.23091020158827125,0.2664406779661017,1.0,0.30714285714285716
187,0.27222222222222225,0.3161290322580645,0.3854612095296274,0.24542372881355934,0.018018018018018018,0.31836734693877555
188,0.011111111111111112,0.01935483870967742,0.0036652412950519244,0.010847457627118645,0.006006006006006006,0.05
189,0.16666666666666669,0.16129032258064516,0.20525351252290777,0.16135593220338984,0.02102102102102102,0.2459183673469388
190,0.18333333333333335,0.12903225806451613,0.3121563836285889,0.1864406779661017,0.012012012012012012,0.17244897959183675
191,0.48333333333333334,0.47096774193548385,0.7843616371411118,0.45966101694915257,0.34234234234234234,0.853061224489796
192,0.2416666666666667,0.23870967741935484,0.24618204031765423,0.23322033898305086,0.018018018018018018,0.35306122448979593
193,0.06666666666666667,0.05161290322580645,0.04825901038485034,0.059661016949152545,0.012012012012012012,0.09591836734693879
194,0.16944444444444445,0.2064516129032258,0.3536957849725107,0.16,0.0,0.3091836734693878
195,0.19166666666666668,0.14838709677419354,0.325595601710446,0.17016949152542374,0.042042042042042045,0.2642857142857143
196,0.3166666666666667,0.2967741935483871,0.5192425167990226,0.3091525423728814,0.006006006006006006,0.426530612244898
197,0.08888888888888889,0.0967741935483871,0.064752596212584,0.08949152542372882,0.0,0.09081632653061225
198,0.13611111111111113,0.13548387096774195,0.40928527794746483,0.1328813559322034,0.06606606606606606,0.8755102040816327
199,0.08888888888888889,0.09032258064516129,0.3005497861942578,0.08610169491525424,0.003003003003003003,0.23673469387755103
200,0.002777777777777778,0.0064516129032258064,0.0018326206475259622,0.0027118644067796608,0.009009009009009009,0.0030612244897959186
201,0.04722222222222223,0.04516129032258064,0.03909590714722053,0.04949152542372882,0.021021021021021023,0.08877551020408164
202,0.052777777777777785,0.03870967741935484,0.038485033598045205,0.03932203389830509,0.015015015015015013,0.05408163265306123
203,0.1,0.07741935483870968,0.3927916921197312,0.10101694915254238,0.003003003003003003,0.3102040816326531
204,0.002777777777777778,0.012903225806451613,0.003054367745876603,0.0027118644067796608,0.0,0.0
205,0.29444444444444445,0.25806451612903225,0.3427000610873549,0.29220338983050853,0.009009009009009009,0.3418367346938776
206,0.07777777777777778,0.12903225806451613,0.129505192425168,0.06779661016949153,0.003003003003003003,0.1673469387755102
207,0.18333333333333335,0.08387096774193549,0.3200977397678681,0.17966101694915254,0.009009009009009009,0.2938775510204082
208,0.06666666666666667,0.05806451612903226,0.11056811240073305,0.056949152542372886,0.41141141141141147,0.20714285714285716
209,0.07222222222222222,0.05161290322580645,0.1258399511301161,0.06847457627118644,0.3453453453453454,0.35102040816326535
210,0.044444444444444446,0.05161290322580645,0.14050091631032374,0.04949152542372882,0.036036036036036036,0.16836734693877553
211,0.2777777777777778,0.25806451612903225,0.7348808796579108,0.26237288135593223,0.006006006006006006,0.48775510204081635
212,0.1388888888888889,0.16129032258064516,0.4844227244960293,0.14983050847457627,0.02102102102102102,0.4387755102040817
213,0.036111111111111115,0.01935483870967742,0.1258399511301161,0.03389830508474576,0.1111111111111111,0.1642857142857143
214,0.013888888888888888,0.01935483870967742,0.0018326206475259622,0.02169491525423729,0.003003003003003003,0.00816326530612245
215,0.08333333333333333,0.05806451612903226,0.23701893708002447,0.08067796610169492,0.0,0.33571428571428574
216,0.0,0.0,0.0,0.005423728813559322,0.0,0.006122448979591837
217,0.12222222222222222,0.13548387096774195,0.15821624923640806,0.11864406779661017,0.003003003003003003,0.13877551020408163
218,0.24444444444444446,0.2129032258064516,0.31398900427611487,0.24203389830508476,0.02102102102102102,0.39795918367346944
219,0.019444444444444445,0.025806451612903226,0.0500916310323763,0.012881355932203391,0.003003003003003003,0.056122448979591844
220,0.06111111111111112,0.07096774193548387,0.1588271227855834,0.058983050847457634,0.0,0.3153061224489796
221,0.036111111111111115,0.07096774193548387,0.04825901038485034,0.03593220338983051,0.003003003003003003,0.05510204081632654
222,0.09722222222222222,0.1032258064516129,0.25534514355528404,0.0935593220338983,0.09609609609609611,0.6489795918367347
223,0.038888888888888896,0.012903225806451613,0.20708613317043373,0.04135593220338983,0.03303303303303304,0.1959183673469388
224,0.016666666666666666,0.025806451612903226,0.007330482590103849,0.0176271186440678,0.0,0.02653061224489796
225,0.052777777777777785,0.03870967741935484,0.16860109957238853,0.05355932203389831,0.003003003003003003,0.08979591836734695
226,0.008333333333333333,0.01935483870967742,0.010995723885155774,0.0088135593220339,0.003003003003003003,0.0163265306122449
227,0.022222222222222223,0.01935483870967742,0.03420891875381796,0.0176271186440678,0.003003003003003003,0.01938775510204082
228,0.002777777777777778,0.0064516129032258064,0.03481979230299328,0.004067796610169492,0.003003003003003003,0.02959183673469388
229,0.17222222222222225,0.13548387096774195,0.1679902260232132,0.15796610169491526,0.3273273273273273,0.15612244897959185
230,0.05833333333333334,0.03225806451612903,0.15271838729383017,0.06440677966101695,0.009009009009009009,0.21020408163265308
231,0.06111111111111112,0.08387096774193549,0.10384850335980451,0.056949152542372886,0.0,0.28979591836734697
232,0.02777777777777778,0.0064516129032258064,0.020158827122785584,0.027118644067796613,0.021021021021021023,0.025510204081632654
233,0.04722222222222223,0.04516129032258064,0.12156383628588885,0.050169491525423736,0.006006006006006006,0.13367346938775512
234,0.0,0.0,0.0006108735491753207,0.0006779661016949152,0.0,0.0020408163265306124
235,0.06388888888888888,0.06451612903225806,0.1209529627367135,0.061016949152542375,0.04804804804804805,0.10918367346938776
236,0.002777777777777778,0.0,0.0006108735491753207,0.0027118644067796608,0.0,0.0071428571428571435
237,0.013888888888888888,0.0064516129032258064,0.004886988393402566,0.011525423728813562,0.009009009009009009,0.00816326530612245
238,0.002777777777777778,0.0,0.010995723885155774,0.004067796610169492,0.0,0.04693877551020409
239,0.06111111111111112,0.03870967741935484,0.04886988393402566,0.06644067796610169,0.009009009009009009,0.4642857142857143
240,0.002777777777777778,0.0,0.0036652412950519244,0.0027118644067796608,0.0,0.005102040816326531
241,0.019444444444444445,0.01935483870967742,0.009773976786805133,0.01898305084745763,0.0,0.022448979591836737
242,0.04166666666666667,0.05806451612903226,0.06597434331093464,0.051525423728813566,0.003003003003003003,0.20612244897959187
243,0.0,0.0,0.002443494196701283,0.0,0.0,0.009183673469387756
244,0.036111111111111115,0.04516129032258064,0.026267562614538793,0.04067796610169492,0.039039039039039033,0.05102040816326531
245,0.0,0.0,0.002443494196701283,0.002033898305084746,0.0,0.005102040816326531
246,0.0,0.0,0.0006108735491753207,0.0006779661016949152,0.0,0.0163265306122449
247,0.005555555555555555,0.025806451612903226,0.0042761148442272455,0.006101694915254237,0.003003003003003003,0.0030612244897959186
248,0.0,0.0,0.009773976786805132,0.0,0.0,0.0020408163265306124
249,0.0,0.0064516129032258064,0.0,0.0027118644067796608,0.0,0.0071428571428571435
250,0.0,0.0,0.0042761148442272455,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.011224489795918368
252,0.0,0.0,0.002443494196701283,0.0006779661016949152,0.0,0.01326530612244898
